title,wiki_id,url,category,split,text_sha256
Line sheet,3435093,https://en.wikipedia.org/wiki/Line%20sheet,Fashion,val,3c722cb2da02eab843f0eac34d476a38cba9e72e1bf778f46d251aa8668af49d
Human physical appearance,211451,https://en.wikipedia.org/wiki/Human%20physical%20appearance,Fashion,val,0fe897b76dae8f9c88da5deade027e64652e07bf730d90c7e1f5040c070567fb
Digital fashion,43036911,https://en.wikipedia.org/wiki/Digital%20fashion,Fashion,val,ab6103526e78ae191a486aae88dd024442a4bf87e3e3dba66322eeaf347abb3a
Beauty salon,1501424,https://en.wikipedia.org/wiki/Beauty%20salon,Fashion,val,adb8fd5879486726a5fc8b9bc112fd5007772e8f4f3368009c978c3f92232f5d
Designer clothing,5282341,https://en.wikipedia.org/wiki/Designer%20clothing,Fashion,val,bb7512e6450ea067720e94ee2f5a61105b8f275593238d4ab0d26f8a924b989d
Fast Fit,35646477,https://en.wikipedia.org/wiki/Fast%20Fit,Fashion,val,dbcbf3c9464ddf3226150c09d6efbd11312f5dea6a10447c0eb55ff033a7b3c0
Fashion brand,73796568,https://en.wikipedia.org/wiki/Fashion%20brand,Fashion,val,930ad655fd815a799c3807205d38e510d54b9756fbe9369aa8038890899019e2
Overtourism,54607537,https://en.wikipedia.org/wiki/Overtourism,Tourism,val,249f01f5467e4483b3190157ab5fd1af1a6f6863065403adcd4ca723432aeee1
Leakage effect,8315620,https://en.wikipedia.org/wiki/Leakage%20effect,Tourism,val,629163cb77425b31daeb303a378d34ada80b0751721bd639c1a550aae8cecfd4
Travel technology,7779220,https://en.wikipedia.org/wiki/Travel%20technology,Tourism,val,8941101ec9fade6e361da6fc6a08b242c2ce319e04b2457c59416083b96405cd
Travel,155747,https://en.wikipedia.org/wiki/Travel,Tourism,val,8af915d26a59a3891477a8c9efecb3b340f252700e97fbe917fe246a2f6290a7
Travelers' diarrhea,1045467,https://en.wikipedia.org/wiki/Travelers%27%20diarrhea,Tourism,val,2d651424ed84b18abcee89b50958b2ec5bfd220f7d663b74742a9165aa9503bd
Tourism improvement district,30899215,https://en.wikipedia.org/wiki/Tourism%20improvement%20district,Tourism,val,6d2172db6ca40a0a60fb88d418751a47834d77248b44cee3725654ee8829dc2a
Souvenir,5289502,https://en.wikipedia.org/wiki/Omiyage,Tourism,val,79186496e6cd7aa527f33a7abd186823c430441f9121530d49423898691b19db
Bibliography of tourism,30797312,https://en.wikipedia.org/wiki/Bibliography%20of%20tourism,Tourism,val,494a8e3044adc2ce187b56e0e60bc78b21ddf2545fc3de033e5b1f935d7cead5
Tourist attraction,99863,https://en.wikipedia.org/wiki/Tourist%20attraction,Tourism,val,c1a7f7f6a01ab09481a02221773946df8127dd9be234a16b6ea376cbb01d02e8
Heritage commodification,27274829,https://en.wikipedia.org/wiki/Heritage%20commodification,Tourism,val,7eef30a2e4725265c780fb565bb11f59704425bce686ee584a1919b01746ec86
Impacts of tourism,52466311,https://en.wikipedia.org/wiki/Impacts%20of%20tourism,Tourism,val,1b336cc33466f9557181779479a0697524c6b83f56f47807736b241ed6972914
Tourism 4.0,61740801,https://en.wikipedia.org/wiki/Tourism%204.0,Tourism,val,a11afc1c8fbefbbd7b6236d963d488fff9d622fcea731fb1e0db3569e3dc4f0b
Tourism,29789,https://en.wikipedia.org/wiki/Tourism,Tourism,val,be7be95f92a46c3d6cdb44c82c526853b7467da1063962ec472d1476f152e29f
Touron,11220596,https://en.wikipedia.org/wiki/Touron,Tourism,val,ee27945d3ffa20cf922358064c9faee7c006db5858996b0b01f32bade2a51008
Luggage label,74830297,https://en.wikipedia.org/wiki/Luggage%20label,Tourism,val,b418846cfeaed3a3bff91ed590032eaf8fed6f683417a99e8722eb2a064eaaf5
Souvenir spoon,12359435,https://en.wikipedia.org/wiki/Souvenir%20spoon,Tourism,val,e56d85eda93be5dce3195682aaabfffecb4e9822feb0767e3261e2aee26dfc53
Tourist tax,63743119,https://en.wikipedia.org/wiki/Tourist%20tax,Tourism,val,56f80070a0c76f172e59aa137aa3b17fb2f36c430fa05a4c2452cd6384f4d3c0
Tour-realism,39289519,https://en.wikipedia.org/wiki/Tour-realism,Tourism,val,84f4f34178f6191f3b215805bd561f7ec93931d8041824e2c74f2ed33c2cd7e0
Touristification,70816942,https://en.wikipedia.org/wiki/Touristification,Tourism,val,c41ac5117dc866bfa3f99b68d3868aa82d14a03d2f3b2ed906c582c2d86f213f
Tourist sign,34070203,https://en.wikipedia.org/wiki/Tourist%20sign,Tourism,val,ccb4a01a17a7beaa93042bc7da817fd2cde0f9bf5a3cec048ce955b15521bbb8
Travel ban,26647363,https://en.wikipedia.org/wiki/Travel%20ban,Tourism,val,ae69041c7d53e839a0f2ad92a1cff677d6ee625c4264b0467a06c557f53934a5
Bangladesh Parjatan Corporation,25653831,https://en.wikipedia.org/wiki/Bangladesh%20Parjatan%20Corporation,Tourism,val,4b7e5fa417db6f5dd66d6d3f13344df86cb378713ef04cb1659b67aecf64067e
Destino Argentina,34727241,https://en.wikipedia.org/wiki/Destino%20Argentina,Tourism,val,d978d877e68660469fec1a39b8576f31ecdbf85a3d82d3e5e9562e92f82e032d
Shark tourism,8026538,https://en.wikipedia.org/wiki/Shark%20tourism,Tourism,val,5704e2245965d2755c13eb2bd34f61969350cb32e5f150edd4af9629629609d0
Religious tourism,11836131,https://en.wikipedia.org/wiki/Religious%20tourism,Tourism,val,167dc2e9297a34de945bdf1166517455856729d4c5f99854bbdd1798c06ad609
Yoga tourism,62498012,https://en.wikipedia.org/wiki/Yoga%20tourism,Tourism,val,8b80990d54a440f209730acb40d99204358fdde3f487724a6a2e491c4de70dde
Ministry of Culture and Tourism (China),56897245,https://en.wikipedia.org/wiki/Ministry%20of%20Culture%20and%20Tourism%20%28China%29,Tourism,val,be9d748c8edf913ad4949b75571c7c52dd46e72d3b7fca141241005d051403a4
Tourist Association of Ukraine,47862025,https://en.wikipedia.org/wiki/Tourist%20Association%20of%20Ukraine,Tourism,val,590db40992e1e2aeb732b27534adb116c851c3e03cb3d9acf945782b5ce2b4ad
Pop-culture tourism,5248882,https://en.wikipedia.org/wiki/Pop-culture%20tourism,Tourism,val,18691efb89e268511e3e43aee4bbcd541f222ca00f1a29a8c1e2a01ab7b48b8e
Sustainable tourism,4036973,https://en.wikipedia.org/wiki/Sustainable%20tourism,Tourism,val,5890caef2b2e1bc44dea585b84ef307bf807eb16abec33eb6f416f5c4a2258e4
Game drive (Wildlife tourism),58846501,https://en.wikipedia.org/wiki/Game%20drive%20%28Wildlife%20tourism%29,Tourism,val,6d92a858da997b2ff52088bfc7735be02b66e6435b329b301dcc980b44b07417
Archaeological tourism,2283136,https://en.wikipedia.org/wiki/Archaeological%20tourism,Tourism,val,063f5f26d36ae93d222528d7f038f654acce6f4e7c79bc4183ed15d9c3161713
Hippie trail,202476,https://en.wikipedia.org/wiki/Hippie%20trail,Tourism,val,ddfd9d414f2a307209bb5934d35c466a5babcff00db52753eb039c19112e0df5
Honeymoon,13991,https://en.wikipedia.org/wiki/Honeymoon,Tourism,val,93450efb2d8a0fd10453d7d4c1154e3f1845a8dafa26209617c872a39f50b927
Tourism Malaysia,1115967,https://en.wikipedia.org/wiki/Tourism%20Malaysia,Tourism,val,86139970a9931ea627721219ed6eea933e96835bddb24fdfbcc47149379e6d71
COVID-19 pandemic on cruise ships,63142870,https://en.wikipedia.org/wiki/COVID-19%20pandemic%20on%20cruise%20ships,Tourism,val,8ed360ba796ebeb3fec0dad95c8d15b122a757b64b3371a044a27a6361a5bb9d
"Ministry of Culture, Tourism and Civil Aviation",41156206,https://en.wikipedia.org/wiki/Ministry%20of%20Culture%2C%20Tourism%20and%20Civil%20Aviation%20%28Nepal%29,Tourism,val,4b9f49164182531ff7e468e9b5a9d0956c73a7b3a8d27877010851b3d44b27e8
Tourism British Columbia,9391763,https://en.wikipedia.org/wiki/Tourism%20British%20Columbia,Tourism,val,0a290a6ab43b57467c18cccd12e7a65cf0083e36b981b5124919d3e3c0ee5855
"Ministry of Culture, Sports and Tourism (Vietnam)",41757968,https://en.wikipedia.org/wiki/Ministry%20of%20Culture%2C%20Sports%20and%20Tourism%20%28Vietnam%29,Tourism,val,8effc20407e9899f3ea317e79f374ad3746008e8081158c3350c567dd18e20d5
Ministry of Sport and Tourism (Poland),14436667,https://en.wikipedia.org/wiki/Ministry%20of%20Sport%20and%20Tourism%20%28Poland%29,Tourism,val,77502b1cdad342759361ebdaae9e056918d19682114bb0af2e2a19f9b83649db
Ministry of Tourism and Creative Economy,18689986,https://en.wikipedia.org/wiki/Ministry%20of%20Tourism%20and%20Creative%20Economy,Tourism,val,edfc45c4328b2b513a85f8b0cf1a87bb6a48f6acc9c2ad5cc77a7ce4d1c5b0f9
Ministry of Tourism and Sports (Croatia),26285568,https://en.wikipedia.org/wiki/Ministry%20of%20Tourism%20and%20Sports%20%28Croatia%29,Tourism,val,36ea0aa14ee0488775f436d8b3e2a319b941df39ac1077d8a825b496b6014dc3
Bangladesh Tourism Board,52344229,https://en.wikipedia.org/wiki/Bangladesh%20Tourism%20Board,Tourism,val,80adf6388333f84b61d0a2da7d9ad0de4af44bc6b3ea84efe98f2bad6f1fa2ce
Love is not tourism,68389568,https://en.wikipedia.org/wiki/Love%20is%20not%20tourism,Tourism,val,1b14eb667e52e2dde1bbec11c2c77d279bbde877ecb2f43bb5a673c23e1b22a5
Ministry of Tourism (Israel),13534825,https://en.wikipedia.org/wiki/Ministry%20of%20Tourism%20%28Israel%29,Tourism,val,c7fc17423cdd5d902e83ab0d0c6dd97144348cc935e1a19d0b3f944a72e5320b
Tour operator,1114504,https://en.wikipedia.org/wiki/Tour%20operator,Tourism,val,8f2ebe2801f4af6c3d6ebc3e28eaedce5f7c52051a6dab97b07a0557f4b2133d
"Ministry of Industry, Energy and Tourism (Iceland)",20569148,https://en.wikipedia.org/wiki/Ministry%20of%20Industry%2C%20Energy%20and%20Tourism%20%28Iceland%29,Tourism,val,441956feb57847b3550229a9abde0d4e10cf1256a146eee18f04c98769d3b3d3
Ministry of Natural Resources and Tourism,21142764,https://en.wikipedia.org/wiki/Ministry%20of%20Natural%20Resources%20and%20Tourism,Tourism,val,a046340de761a6acb66840973bb0d250435c25c00df7874da6bfff777990cdb8
Adventure travel,1261098,https://en.wikipedia.org/wiki/Adventure%20travel,Tourism,val,8ce24b542f43b0b8e7a8b6557fad1f618160f4feab3d6c3dc997a95928efdfa2
Escorted tour,5762528,https://en.wikipedia.org/wiki/Escorted%20tour,Tourism,val,ce9cfdcce0de475bfd3f04242662149b10f73fd42871700da52471421f415e1f
Nepal Tourism Board,64026028,https://en.wikipedia.org/wiki/Nepal%20Tourism%20Board,Tourism,val,bf79027799bbe67fa1bea7f6c11e91539b9b34de1137086ad1e3a16254084029
Giant dog breed,11351013,https://en.wikipedia.org/wiki/Giant%20dog%20breed,Dog_breeds,val,b0af4b63f3f96282f5e3358bac01a3f499ea994c55998d1359917921ec0ad56a
Hypoallergenic dog breed,2015873,https://en.wikipedia.org/wiki/Hypoallergenic%20dog%20breed,Dog_breeds,val,f96dbd5e6e9f5a8e976af901cc92ca8f76f40b24a9db6fbf238f1285c65a1468
Belgian Shepherd,601367,https://en.wikipedia.org/wiki/Belgian%20Shepherd,Dog_breeds,val,570ba4d7f9f9545973c09ebf1880b9c12314819ca5c38a80b96959aff7833ba7
Dog breed,79676,https://en.wikipedia.org/wiki/Dog%20breed,Dog_breeds,val,27be5df7e0056ebf27badef9afd74195ec8c9a0064ffd0ec4398367552566b70
Slovak Rough-haired Pointer,11463688,https://en.wikipedia.org/wiki/Slovak%20Rough-haired%20Pointer,Dog_breeds,val,6c4af3a6e8f7d607739867ef775d074af408591f73ee434fb73cf0ae3bb29177
Romanian Raven Shepherd Dog,33513440,https://en.wikipedia.org/wiki/Romanian%20Raven%20Shepherd%20Dog,Dog_breeds,val,a84ade71610a3b3a485a5162832b44f23dc961419f37a098eefb14896da675ae
Native American dogs,46668116,https://en.wikipedia.org/wiki/Native%20American%20dogs,Dog_breeds,val,9461e80cfd30c8c8c78dbd5776de0f0a17fb273ea47a5ab4d6675f72044c1caa
Český fousek,5954991,https://en.wikipedia.org/wiki/%C4%8Cesk%C3%BD%20fousek,Dog_breeds,val,d3d3c0e0019850c3897dcf4bc0e5a2e5b787d10f1eef2a5aac5bb4a47023fda7
Pointer (dog breed),1024379,https://en.wikipedia.org/wiki/Pointer%20%28dog%20breed%29,Dog_breeds,val,83e103b04f9796d9214366f32ff9df0985e14ceab20fe962afcbd6ba9d68740e
Gascon Saintongeois,9093948,https://en.wikipedia.org/wiki/Gascon%20Saintongeois,Dog_breeds,val,b499305081fda9d2c9da7a678adf82b159af9eb5b74a20e6a682e009d9621b42
Rastreador Brasileiro,22133283,https://en.wikipedia.org/wiki/Rastreador%20Brasileiro,Dog_breeds,val,281209cecbf54fc9494794441600274f1e799bb7e5062d06e9e1fedb9ec2dacf
Lurcher,1009313,https://en.wikipedia.org/wiki/Lurcher,Dog_breeds,val,cf76360bd7ba4b0f6ab440f4256a9e6fe95a2b6b5bb4c5cce7c4ecd91e715693
German Spitz,1561942,https://en.wikipedia.org/wiki/German%20Spitz,Dog_breeds,val,1a8f244ad8050748b375993885d4dc4c54b2bf0624855e3eb89994131dfae61a
Braque d'Auvergne,11227947,https://en.wikipedia.org/wiki/Braque%20d%27Auvergne,Dog_breeds,val,7f4aac21b3e3045581cfa48b461ee7c8f999853c3611f9968c8c51e1c7b56bfd
Spanish Mastiff,2336561,https://en.wikipedia.org/wiki/Spanish%20Mastiff,Dog_breeds,val,7b3b57fccddc3b1cac2b4d3c1ccf4ab1af444227e48bd609bd72eaa29cab74a4
Wetterhoun,10053121,https://en.wikipedia.org/wiki/Wetterhoun,Dog_breeds,val,5814c7257703b232de6a73820fdc1afdf0ab797419ce4194e9de9653362f415e
Grand Anglo-Français Tricolore,9094278,https://en.wikipedia.org/wiki/Grand%20Anglo-Fran%C3%A7ais%20Tricolore,Dog_breeds,val,a36fd35cc3f1270d07626e287f32db67b335dff8e714afabc829047fb8564955
Cur,554645,https://en.wikipedia.org/wiki/Cur,Dog_breeds,val,04463378bb53d9521aaa0b4cce858d64208c316ed2b046b3a33818757e22e4c5
English Cocker Spaniel,611093,https://en.wikipedia.org/wiki/English%20Cocker%20Spaniel,Dog_breeds,val,35944fcca8162f2910c6153586321a095df233525399f87336d135711efe63ea
Carpathian Shepherd Dog,18973120,https://en.wikipedia.org/wiki/Carpathian%20Shepherd%20Dog,Dog_breeds,val,c019bbb9761d7c1be5ab5a212d6f808de8a46b767b340df84363c219e5651973
Polynesian Dog,53488521,https://en.wikipedia.org/wiki/Polynesian%20Dog,Dog_breeds,val,a2fec00a5d99a4ffd908e91c916ffd249194931ab9bafba2cd6683f7c47efffc
Tibetan spaniel,1005582,https://en.wikipedia.org/wiki/Tibetan%20spaniel,Dog_breeds,val,37854c47a182aff5f3c7dee40b3538a6cf4c2d67ace2ca22f63f25713f093ab0
Kamchatka Sled Dog,73845527,https://en.wikipedia.org/wiki/Kamchatka%20Sled%20Dog,Dog_breeds,val,9b341cc86367395b6dec22195892d8591192f51455d04a63236cf009aa73975b
French Spaniel,7376590,https://en.wikipedia.org/wiki/French%20Spaniel,Dog_breeds,val,7530ce83ae1185e3e8ff22bdaaa99e6e2a383da57bde01c3a6e6390280c8c470
Nova Scotia Duck Tolling Retriever,877914,https://en.wikipedia.org/wiki/Nova%20Scotia%20Duck%20Tolling%20Retriever,Dog_breeds,val,743f0e847496daa9184ad47974e6e551adb4cb444f53be944b2790f756560fd3
Old Spanish Pointer,49016406,https://en.wikipedia.org/wiki/Old%20Spanish%20Pointer,Dog_breeds,val,0db4f0614cd2327598fea73a13a14193cb19aa3c428a1f78a5103cdc55758079
Irish Setter,766926,https://en.wikipedia.org/wiki/Irish%20Setter,Dog_breeds,val,8d7e2a87c88473c56eb4372129d1dd59a09b3feaba05156f68aa6ab3d513cdae
Transylvanian Hound,12733574,https://en.wikipedia.org/wiki/Transylvanian%20Hound,Dog_breeds,val,c7b67388546c16a633b5de5f73a2c4a83e889fcc61bb8c7f0602734e969e0228
Mackenzie River husky,283833,https://en.wikipedia.org/wiki/Mackenzie%20River%20husky,Dog_breeds,val,0aac15c8f3181ddd0b934c8079b966888853728ee8176ebf019218f873c78703
Jagdterrier,1254130,https://en.wikipedia.org/wiki/Jagdterrier,Dog_breeds,val,398df4e7c2bba070e6979fcae5bfe9f4e174b358da5de2fd0efa6d7d6d9de663
Grand Fauve de Bretagne,64177953,https://en.wikipedia.org/wiki/Grand%20Fauve%20de%20Bretagne,Dog_breeds,val,f025fb7882b96105da2ffdf645d18d8e03d5c8c17c02005c8c99b83a96583625
Braque du Bourbonnais,6027388,https://en.wikipedia.org/wiki/Braque%20du%20Bourbonnais,Dog_breeds,val,a8bcb102b96a9d9f9ed6c9403424154a2fa0ded18b6d0f67aa8341acd90002ad
Pastore della Lessinia e del Lagorai,60163672,https://en.wikipedia.org/wiki/Pastore%20della%20Lessinia%20e%20del%20Lagorai,Dog_breeds,val,928e1ac70c5f672b8b79f7ae6eb5e821346b8f9804c2eef8ab4803d1354e1174
Australian Shepherd,514816,https://en.wikipedia.org/wiki/Australian%20Shepherd,Dog_breeds,val,27b6d64c66c0fabe349faa16a589e0b49a170c46d889c1797ac421070e5b4f28
Segugio Maremmano,26062432,https://en.wikipedia.org/wiki/Segugio%20Maremmano,Dog_breeds,val,1c2eb7aa9f8b7b1f82e65826038d8582240012cb6c061ec4e8a2e7bf87c9ab77
Bucovina Shepherd Dog,11917414,https://en.wikipedia.org/wiki/Bucovina%20Shepherd%20Dog,Dog_breeds,val,0b73de66d6f8214d6db5857669fa8f65b3d1f458bd748744f9d4a0f92b1fc46f
Magyar Agár,5552088,https://en.wikipedia.org/wiki/Magyar%20Ag%C3%A1r,Dog_breeds,val,a70a44426cb3beff0ec0a1d02879839890893bb0cab41c93dd00b360d337a6b3
Havanese dog,1003805,https://en.wikipedia.org/wiki/Havanese%20dog,Dog_breeds,val,40f048aa7a8ddcc84152793863a974122f0025fe10e9a706423252363cfa7129
Small Münsterländer,1280850,https://en.wikipedia.org/wiki/Small%20M%C3%BCnsterl%C3%A4nder,Dog_breeds,val,98f84997a62810507918f07f9e4e5690b4b1c2c600b0cd665fec39abdfbf1a90
Chiribaya Dog,25314131,https://en.wikipedia.org/wiki/Chiribaya%20Dog,Dog_breeds,val,03efc9be8d922b48f9b8a8f342f207d63e1c4ccaf9ecbf2cb2892781c805ac80
Stabyhoun,1469640,https://en.wikipedia.org/wiki/Stabyhoun,Dog_breeds,val,7f711d768f54779391a0b5091c59180ddf6d8db9000d2066564b8b74ac2b87f3
Toy dog,731386,https://en.wikipedia.org/wiki/Toy%20dog,Dog_breeds,val,c7976d5bca034dacbf237f8e8bb270c7c1ac32da5af53bcadf580f66a55ada41
Phu Quoc Ridgeback,11432841,https://en.wikipedia.org/wiki/Phu%20Quoc%20Ridgeback,Dog_breeds,val,d848c12ae3a47453c23f671138b9292b2dce73f94f2c7723808ea2088fbd7060
Bullmastiff,233270,https://en.wikipedia.org/wiki/Bullmastiff,Dog_breeds,val,667451bb16a2041739588f6cce4408cb4d1edc532b802473db2f980bf897dce1
Miniature Pinscher,952060,https://en.wikipedia.org/wiki/Miniature%20Pinscher,Dog_breeds,val,f758eb6829925022565ce98899fb4fe11b9907de17dcbacbee026ea61ef1b156
Finnish Hound,16454880,https://en.wikipedia.org/wiki/Finnish%20Hound,Dog_breeds,val,7faa35c9551df69c9c64e963ad96585a13063813ec83ff40f5bca8ef2cd898b6
Kanni,3087794,https://en.wikipedia.org/wiki/Kanni,Dog_breeds,val,975bfc93efc3231ee80f3c6e854ca1c87cfa963355eef83932a024b91aa0cf6d
Border Collie,102136,https://en.wikipedia.org/wiki/Border%20Collie,Dog_breeds,val,c5b9eda8fe10272e0fec865fb1d96e26a52b055b9d2a3370d217040c30fa30eb
Terceira Mastiff,42776700,https://en.wikipedia.org/wiki/Terceira%20Mastiff,Dog_breeds,val,e3593d6900bfb2a21fd579c74833df7f9e8ee0ebf2dce76d46e6a89676568dcb
Italian Greyhound,15336,https://en.wikipedia.org/wiki/Italian%20Greyhound,Dog_breeds,val,9eb03d9636acabf46865223ce1554470d2c3eec49796abfab8c86f72d4ce1f7f
Volpino Italiano,1750964,https://en.wikipedia.org/wiki/Volpino%20Italiano,Dog_breeds,val,b724b38813cdec85c40c9ceeec3791adfb1c69ee2543fd5e99f6965f8da796b0
Bulldog,242068,https://en.wikipedia.org/wiki/Bulldog,Dog_breeds,val,fab2f2aa3a6e0d876c7e01ba4fb3b73604650f498537a7bde55af3ea921129fa
Kai Ken,5264629,https://en.wikipedia.org/wiki/Kai%20Ken,Dog_breeds,val,e256911f95027ce5356113bf1e59a71dde51f5743878dfc7d6e7cd76b9f6392d
Drentse Patrijshond,847723,https://en.wikipedia.org/wiki/Drentse%20Patrijshond,Dog_breeds,val,7bd023a3a84e45cccc0688f35f2b26463cea5ca036f5d7447201a0dcedbc2108
Pomeranian dog,170595,https://en.wikipedia.org/wiki/Pomeranian%20dog,Dog_breeds,val,e736d4ab471970b3c0559b1660f5df9801aafaf0b76ee75fd434b411e8753b0b
Pudelpointer,54184,https://en.wikipedia.org/wiki/Pudelpointer,Dog_breeds,val,123869157b02feabb310866f68192395f863b5ea356de16e33f00ed2c9449644
Segugio Italiano,6624330,https://en.wikipedia.org/wiki/Segugio%20Italiano,Dog_breeds,val,dda0280fdfe9bb16d2f04f7bf663830720d1ced8ff8f5d32b4cd937d61f23c4d
Golden Retriever,21022536,https://en.wikipedia.org/wiki/Golden%20Retriever,Dog_breeds,val,e52dfc4cf8737b43758f52e86aa7fe33aa03ef106af6e00f1e4deeb9e6087e06
Estonian Hound,13184322,https://en.wikipedia.org/wiki/Estonian%20Hound,Dog_breeds,val,241b0c7e382f6db618c3b9fb470c80356c4d931f899feff18faf31c5602d302d
Pteridomania,18323472,https://en.wikipedia.org/wiki/Pteridomania,Gardening,val,f6a356397e3a3f86a4213aa91bbb00738029ed82bbe33c1495aedc969b21abcc
Moss lawn,63241033,https://en.wikipedia.org/wiki/Moss%20lawn,Gardening,val,4c4d84f77cd4b11d73ccf1bb70ee45003d58a127089576ff9251dbe957ed9098
Grow box,13280577,https://en.wikipedia.org/wiki/Grow%20box,Gardening,val,894207813a34aa256e1f3fd50ec330af105a2b16dd55f0945ab499be79ef69be
Community gardening,2826867,https://en.wikipedia.org/wiki/Community%20gardening,Gardening,val,49a663209aabea2f6e7725856b3df633369463b089a7675f8c74996da567848c
Head gardener,1474704,https://en.wikipedia.org/wiki/Head%20gardener,Gardening,val,67ba2fc2854ac77a2dc2de466652d6b9b1041229c47377aeece6a9491930fca8
Silver sand,45537504,https://en.wikipedia.org/wiki/Silver%20sand,Gardening,val,9cbc8797a519df89d2ef81b0866068c77ccc059ab3cc88bcbce9f969ac83679c
Spirit of place,1546216,https://en.wikipedia.org/wiki/Spirit%20of%20place,Gardening,val,159fd82e2b20c63542c3632519ab9bb7d656fe778c5f69e27d99edeecdfa237b
Free-flowering,73861379,https://en.wikipedia.org/wiki/Free-flowering,Gardening,val,2b8caa9e8a07e41bd44eabe559542263125966cebf4ce52700b853bb507a3496
Deflowering (flowers),57085125,https://en.wikipedia.org/wiki/Deflowering%20%28flowers%29,Gardening,val,1eb5bc306a34a0668465d295b5b334fef3a6692c67d17f7ede4a08cffa9abb20
Gardening in restricted spaces,33657110,https://en.wikipedia.org/wiki/Gardening%20in%20restricted%20spaces,Gardening,val,2fd34104d8df938757936d82a16474e74067f36100dd50af88095c42cbec073d
Seed swap,23006744,https://en.wikipedia.org/wiki/Seed%20swap,Gardening,val,fddbb6328f97272e48521485bcaef66575eac3f46338dbc6027caa719777f54b
Garden design,925631,https://en.wikipedia.org/wiki/Garden%20design,Gardening,val,4d4f381ebb0255e14ad5c5cd73c44808abb2ede6b61f1e35bff48dbb9e44fed1
Groundskeeping,2079855,https://en.wikipedia.org/wiki/Groundskeeping,Gardening,val,ef0238d0f313cec0eeeca26e473b46b44657c43d09945d5d1ee46212d006fdd6
Permeable paving,555750,https://en.wikipedia.org/wiki/Permeable%20paving,Gardening,val,f8dbd1e6645d644dd3ee01e65b3484d9b2b7c01da508fd1c60f3c1ca5d558dd7
Clipping (gardening),1932702,https://en.wikipedia.org/wiki/Clipping%20%28gardening%29,Gardening,val,10c8d1b9f44e227f4992790b31225534197d3f63e08243e4a9d6740500c6d963
Floristry,496037,https://en.wikipedia.org/wiki/Floristry,Gardening,val,d4f0f800205ba62fe19cc380698bcf8d482944708b7a8bc5c1f104027c4f3753
Deadheading (flowers),34076480,https://en.wikipedia.org/wiki/Deadheading%20%28flowers%29,Gardening,val,24804dee1124fd6984dc1aa90a013e463e995ceeed1d950dae4167616d928714
Atomic gardening,15305337,https://en.wikipedia.org/wiki/Atomic%20gardening,Gardening,val,7bc35b996a208c4a16d278a29c09fe6c097e725245f803a824f6a6b6534b7510
Garden tourism,5402377,https://en.wikipedia.org/wiki/Garden%20tourism,Gardening,val,1a5ec05f51d22ddc9ca1f39e774e3ccc99e5b6ee950d665487de3449da896004
Double digging,14924747,https://en.wikipedia.org/wiki/Double%20digging,Gardening,val,ec5ebcb23b7a2f8704f52a40c4f9cb307ab754a312ce9d1862ed12adc490ed35
Miracle-Gro,6575569,https://en.wikipedia.org/wiki/Miracle-Gro,Gardening,val,099aa5596d2c695325a7ac4be18968861f5c1b3191abfe7db67dede7738db8a0
Garden World Images,4786541,https://en.wikipedia.org/wiki/Garden%20World%20Images,Gardening,val,12703b34fe3747be00301213f7a8d6e83682c114d6490b214885c872fec8bee8
Garden sanctuary,53320264,https://en.wikipedia.org/wiki/Garden%20sanctuary,Gardening,val,1fecf24f79d7a922be5b79af6a78f9808e655eba437f978f1a2b787a07aa0de1
Greening,12446018,https://en.wikipedia.org/wiki/Greening,Gardening,val,2ed7b5fe374e85f0927ebf72a6c2978ef79984be828b756e6722ad6c797270d2
Garden festival,11450984,https://en.wikipedia.org/wiki/Garden%20festival,Gardening,val,d29b40125fdc6d773b8990f0cdb779cee6470fbf105877ef51fb349d1143a66c
Thatch (lawn),47917067,https://en.wikipedia.org/wiki/Thatch%20%28lawn%29,Gardening,val,bf3ebe6d0b1e250a5fa468094364c467d45b45db13b9c1c74445e7b9f8eb1b3e
Gardening,11984,https://en.wikipedia.org/wiki/Gardening,Gardening,val,db5825811be4b656762e43c64324a82586c88a9c16314bd9b1b8a540873863c2
Slow gardening,29295556,https://en.wikipedia.org/wiki/Slow%20gardening,Gardening,val,7be4e8740416c502b6d82a19b5fcf30c980bb0ac6d79d6c17e21063511c9dc01
Softscape,12321263,https://en.wikipedia.org/wiki/Softscape,Gardening,val,a9a186fdd4c61b2886e286ae37a81618a4f10353479b15587ca06320ebb2c7d2
Garden waste dumping,50484294,https://en.wikipedia.org/wiki/Garden%20waste%20dumping,Gardening,val,74321cc2a8c46c62ec3450e42c9f10ddf8fee0c1580cf1f84a13ed2e6ed88988
Triple mix,3497326,https://en.wikipedia.org/wiki/Triple%20mix,Gardening,val,8a986e121418e1252642e814ccc485f149e8f651380121944646e9b042f7b05e
French intensive gardening,27642756,https://en.wikipedia.org/wiki/French%20intensive%20gardening,Gardening,val,04f1f0573101067ab735a681a4021ddcc2c2d594988ee0fd35cbbfd75113be8d
Pekarangan,60252696,https://en.wikipedia.org/wiki/Pekarangan,Gardening,val,0ec1bb6739bbd7b6188343bae53af55043843c670ca9215a6bb7451e45f4c138
Gardener,22835358,https://en.wikipedia.org/wiki/Gardener,Gardening,val,eada4897fa976b344d39abdcccf228ae9f45c5f3e8c1a52b3c6367d95ce324d2
