title,wiki_id,url,general,subtopics,depth,split,text_source,dump_title,n_passages,text_sha256
Astronomical unit,1210,https://en.wikipedia.org/wiki/Astronomical%20unit,physics,astrophysics|classical_mechanics,1,val,dump,Astronomical unit,4,a67462e1edf5a41eeba075f8cc815f9858b30043ca647053b3805bfc9e310763
Astronomy & Geophysics,27677055,https://en.wikipedia.org/wiki/Astronomy%20%26%20Geophysics,physics,astrophysics,0,train,dump,Astronomy & Geophysics,4,0ceebf4184a6e8ced8030c67ac8eb441779e2685b2877c459d9e803245e1cf2f
Astronomy Centre,49769215,https://en.wikipedia.org/wiki/Astronomy%20Centre,science,scientific_method,1,train,dump,Astronomy Centre,4,69992c41b5d6e57fb6f5927cd7c6c9c5a7b007379e355d6e32fad5a6167e4cc2
Astrophysical fluid dynamics,48782005,https://en.wikipedia.org/wiki/Astrophysical%20fluid%20dynamics,physics,astrophysics,0,train,legacy_dump,Astrophysical fluid dynamics,4,67be900dc3b178cb887b1545e9af39b90c7b96df9d899ecd9bb4cdf2feb1ce5f
Astrophysical jet,1358453,https://en.wikipedia.org/wiki/Astrophysical%20jet,physics,astrophysics,1,train,dump,Astrophysical jet,4,e19517822a85554b83b61207b3c68b3918cb58310fa21b22fb5491071807b570
Astrophysics,361897,https://en.wikipedia.org/wiki/Astrophysics,physics,astrophysics,0,train,dump,Astrophysics,4,3807e5f540d6b359482afd8aff7d72ddb8eaeac0d8c52e1bdd23a48f205a1e7c
Astrophysics for People in a Hurry,54060545,https://en.wikipedia.org/wiki/Astrophysics%20for%20People%20in%20a%20Hurry,books,science_books,1,val,dump,Astrophysics for People in a Hurry,4,a998250d022be3f7e4fba6bad4a945e2be77546920d76f66799246b8ac0a8dc2
Astrovirology,66839757,https://en.wikipedia.org/wiki/Astrovirology,biology,evolution,0,val,dump,Astrovirology,4,ce7d22d8361e775a8f92ef6263e5b1f32c1c45f6d7d9c2c5a94451392bc4f07a
Asturicani,6803339,https://en.wikipedia.org/wiki/Asturicani,history,ancient_history,1,train,dump,Asturicani,4,f6b16fbbdcb937e8dfbbc571aecaceb72284e67e7f2f206493325e5274c56520
Asumi Tsuzaki,68545215,https://en.wikipedia.org/wiki/Asumi%20Tsuzaki,sports,olympics,1,train,dump,Asumi Tsuzaki,4,c75d7bd3898c7ed3d9190f318cce0e5ff7b49e7166e9102fd16ce6eeacc5d774
Asymmetric addition of alkenylmetals to aldehydes,45199567,https://en.wikipedia.org/wiki/Asymmetric%20addition%20of%20alkenylmetals%20to%20aldehydes,chemistry,chemical_reactions,0,train,dump,Asymmetric addition of alkenylmetals to aldehydes,4,0cbf855831e5c52d39bb8caefcc4ecbe37f556911eb6e2af201b6003d2e70cdb
Asymmetric carbon,13409547,https://en.wikipedia.org/wiki/Asymmetric%20carbon,chemistry,organic_chemistry,1,val,dump,Asymmetric carbon,4,b600f1899b7d4214c91b0be13fc165816c3d4853868c0a39f25f8e0ae363c0d4
Asymmetric catalytic oxidation,8152214,https://en.wikipedia.org/wiki/Asymmetric%20catalytic%20oxidation,chemistry,chemical_reactions,1,train,dump,Asymmetric catalytic oxidation,4,b897aafb48e958b3ee2e6b82114d6a30f0fa5498e7464d3823646d703d736060
Asymmetric induction,4879260,https://en.wikipedia.org/wiki/Asymmetric%20induction,chemistry,organic_chemistry,1,train,dump,Asymmetric induction,4,f631fcccad6628a6855d994111764539dd0c72f5620a132558666047ca2dc0cc
Asymmetric multiprocessing,30863105,https://en.wikipedia.org/wiki/Asymmetric%20multiprocessing,technology,hardware,1,train,dump,Asymmetric multiprocessing,4,fea73f813240a1fcd1ad85f3f98b8132117a01c7859526faf0536e14638644bd
Asymmetric nucleophilic epoxidation,27694210,https://en.wikipedia.org/wiki/Asymmetric%20nucleophilic%20epoxidation,chemistry,chemical_reactions|organic_chemistry,1,train,dump,Asymmetric nucleophilic epoxidation,4,698b8caf3f0aaa7092ede8b856ffaaa3568dd955fd03ca13f64bfd620ffdaa20
Asynchronous circuit,1627162,https://en.wikipedia.org/wiki/Asynchronous%20circuit,technology,hardware,1,train,dump,Asynchronous circuit,4,6797b3c35f9219dd8612d831ec388a866fee9b5bde2646cde553beedb20f8172
Atavism,178870,https://en.wikipedia.org/wiki/Atavism,biology,evolution|genetics,0,train,dump,Atavism,4,877e20040bd9b0e00c5fee00db38a472869df7225fa48b142592b298325ab76c
Athens Organizing Committee for the Olympic Games,55202620,https://en.wikipedia.org/wiki/Athens%20Organizing%20Committee%20for%20the%20Olympic%20Games,sports,olympics,1,train,dump,Athens Organizing Committee for the Olympic Games,2,15a545dacea8fa62a7febbc09cd73557a351983ff521608773add1e9e203f69f
Athletes of Christ,70451521,https://en.wikipedia.org/wiki/Athletes%20of%20Christ,sports,football,1,train,dump,Athletes of Christ,4,1125fe801b10da1c2849263079c4817503bebc99dbbb504e9fe278163d764ffd
Athletics at the Inter-Allied Games,45259847,https://en.wikipedia.org/wiki/Athletics%20at%20the%20Inter-Allied%20Games,history,world_wars,1,train,dump,Athletics at the Inter-Allied Games,4,303d6b344898b7eecc7942fbcce52855a672015862c3b476ecf8d2253d5c69d6
Atlantic Charter,193806,https://en.wikipedia.org/wiki/Atlantic%20Charter,history,world_wars,1,train,dump,Atlantic Charter,4,00d1948244ab11341680536c64c46472f9c364fa77fcf734966ba8e43ecb8a32
Atlas Coelestis,31716539,https://en.wikipedia.org/wiki/Atlas%20Coelestis,books,science_books,1,train,dump,Atlas Coelestis,4,389ae97c3a181f2fd439aca903025d36cf24a4db8ae160412af666961cf12b16
Atlas of AI,69860650,https://en.wikipedia.org/wiki/Atlas%20of%20AI,books,science_books,1,test,dump,Atlas of AI,4,22c846591951a66d606af8789cb7d715edf8a256c7073bb25baa31c4bf6ec33f
Atmospheric dynamo,32323620,https://en.wikipedia.org/wiki/Atmospheric%20dynamo,physics,astrophysics,1,val,dump,Atmospheric dynamo,2,ed40ac7bf902efe3e076f1494d8ae67e03bffd2ccdaac12e28a61c6cb4bf31ce
Atomic Energy Commission's Historical Advisory Committee,14979538,https://en.wikipedia.org/wiki/Atomic%20Energy%20Commission%27s%20Historical%20Advisory%20Committee,science,history_of_science,1,test,dump,Atomic Energy Commission's Historical Advisory Committee,4,069b86c66be146f2e82195070283c4dedc8ebaca503e03a53cc0a9c9f1b91363
Atomic and molecular astrophysics,5926889,https://en.wikipedia.org/wiki/Atomic%20and%20molecular%20astrophysics,physics,astrophysics|quantum_mechanics,0,train,dump,Atomic and molecular astrophysics,4,0c20cf5f34c0604eea6723143e0da17316866d614538f78e92b0aa7f1b719652
Atomic carbon,9598851,https://en.wikipedia.org/wiki/Atomic%20carbon,chemistry,periodic_table,2,train,dump,Atomic carbon,4,ddc19ec7ae6f0c5e455ee72b553395f8ec39ccb4dbce1f0c8c14cbfe02888640
Atra-Hasis,1151773,https://en.wikipedia.org/wiki/Atra-Hasis,books,poetry,1,test,dump,Atra-Hasis,4,f4a1658125384fad7812bcb937f3fc32b9e594cf55eb037c7a1e1115675c091a
Atropisomer,2578372,https://en.wikipedia.org/wiki/Atropisomer,chemistry,organic_chemistry,1,train,dump,Atropisomer,4,1deb44a654af4951c8910e88d05b38d876da9e5c62a75467204d721f193413a6
Attachment theory,884589,https://en.wikipedia.org/wiki/Attachment%20theory,biology,evolution,0,train,legacy_dump,Attachment theory,4,15cdd11a03533321849e13b90a15c26446bf598e7eff5d1d7438056128dd45cb
Attainable region theory,48981762,https://en.wikipedia.org/wiki/Attainable%20region%20theory,chemistry,chemical_reactions,1,test,legacy_dump,Attainable region theory,4,1a532a28929f42230319aeebbab052c86ce5a99a8338142f654f60c0aff4f989
Attaque à outrance,5336487,https://en.wikipedia.org/wiki/Attaque%20%C3%A0%20outrance,history,world_wars,0,val,dump,Attaque à outrance,4,e34597f59e382511a20ac3a9c095928b3d15be9dc226a427b63eb9b1a42ba2fc
Attempts to ban football games,5114143,https://en.wikipedia.org/wiki/Attempts%20to%20ban%20football%20games,sports,football,1,test,dump,Attempts to ban football games,4,dc1038b65b997bafa4758b925aa096cfb39a63e488b40a9a0617bdb894176d5f
Attention (machine learning),66001552,https://en.wikipedia.org/wiki/Attention%20%28machine%20learning%29,technology,artificial_intelligence,0,train,dump,Attention (machine learning),4,578c8fb4ead1210157976f47ce9c3b335a1922311fc4a8fc04c9c5d1bde43d14
Attestation,6788870,https://en.wikipedia.org/wiki/Attestation,science,scientific_method,1,test,dump,Attestation,2,2a06875b544c30cb3140dc249f9c612d2f62a780a52a35cfdc5e60eddf3df0ed
Attosecond physics,2685968,https://en.wikipedia.org/wiki/Attosecond%20physics,physics,quantum_mechanics,0,train,dump,Attosecond physics,4,a0bf686684edf581b28b1f1e3d11a8b4db6fd0e751eb666e9e29299b5f658dfb
Attributional calculus,13911207,https://en.wikipedia.org/wiki/Attributional%20calculus,technology,artificial_intelligence,0,train,dump,Attributional calculus,2,2f3d29994eb94cee493bffb07f36fd21598646f945d5b0436d33a1369721cc15
Audio and video interfaces and connectors,21393793,https://en.wikipedia.org/wiki/Audio%20and%20video%20interfaces%20and%20connectors,technology,hardware,1,train,dump,Audio and video interfaces and connectors,4,91e0c9950333ea8eb48a029ea25cadc1515c5ffadfeab454b49e00629396f783
Audio inpainting,74274244,https://en.wikipedia.org/wiki/Audio%20inpainting,technology,artificial_intelligence,0,train,dump,Audio inpainting,4,7794590dc87b015d9555f1a1407db792da4deb653b39354d5258a48fe1050d9b
Audit study,50217757,https://en.wikipedia.org/wiki/Audit%20study,science,scientific_method|scientific_research,0,val,dump,Audit study,4,598a6a7b9ab163abf93a0ec1a05876e50d0f009fc3e752426b626dc789716d5d
Auger architectomics,39455714,https://en.wikipedia.org/wiki/Auger%20architectomics,biology,cell_biology,0,train,dump,Auger architectomics,4,3524f3792bcdc2eb0f8cd7dbfadcf3a8494423ee052dd0fb1a82ba1ba588ed20
August Makalakalane,30829227,https://en.wikipedia.org/wiki/August%20Makalakalane,sports,football,2,val,dump,August Makalakalane,4,eef3ca09b1bc027b79b76cbb768550def5a2313cffc035ba356565f959475b2c
August Siemering,10379929,https://en.wikipedia.org/wiki/August%20Siemering,books,authors,1,train,dump,August Siemering,4,ef4456b022ceb21d70e6daa70f7bc529f655fdf03b01a904cefd3d1d4d88119a
Augusto Roa Bastos,994456,https://en.wikipedia.org/wiki/Augusto%20Roa%20Bastos,books,authors,1,train,dump,Augusto Roa Bastos,4,7f35e7acdd6c7552353d1b6a066e0134d3adacd787304be79eea7434330eea6f
Auspicious Incident,1659279,https://en.wikipedia.org/wiki/Auspicious%20Incident,history,ottoman_history,1,train,dump,Auspicious Incident,4,ea6e3c8a898996a513810beb895109caf5a840621eb7d4c5ce328ad461feccfe
Austin Holyoake,65220898,https://en.wikipedia.org/wiki/Austin%20Holyoake,books,authors,1,test,dump,Austin Holyoake,4,494f9d3a30c88caa86f57681fd161a536e5ac0fa1e91221bee74a5a81ef403c4
Australia men's national basketball team 2012–13 results,36015668,https://en.wikipedia.org/wiki/Australia%20men%27s%20national%20basketball%20team%202012%E2%80%9313%20results,sports,basketball,2,train,dump,Australia men's national basketball team 2012–13 results,0,34138679dba498db7a9407b9da454463d5855fb434b71eaf372f49546fd684c4
Australia men's national basketball team 2013–14 results,39661279,https://en.wikipedia.org/wiki/Australia%20men%27s%20national%20basketball%20team%202013%E2%80%9314%20results,sports,basketball,2,train,dump,Australia men's national basketball team 2013–14 results,0,1600cf19291d7d67328722c7c40a14b30c19f503d89ebd5d547d05a92a07565d
Australia men's national basketball team 2014–15 results,43505056,https://en.wikipedia.org/wiki/Australia%20men%27s%20national%20basketball%20team%202014%E2%80%9315%20results,sports,basketball,2,train,dump,Australia men's national basketball team 2014–15 results,0,f0e91d6c2477e58dcdc30763dc2a386716b7415c2e349b379f7b45c252ecfa81
Australians in Turkey,27707436,https://en.wikipedia.org/wiki/Australians%20in%20Turkey,history,world_wars,0,train,dump,Australians in Turkey,4,e8bae0f3f9993187311554c8ca3da3b515697853ff785efb294b9998c1801244
Austrian expedition to Brazil,12202218,https://en.wikipedia.org/wiki/Austrian%20expedition%20to%20Brazil,science,history_of_science,1,train,dump,Austrian expedition to Brazil,4,604575fe12fabf766d411f4c5f71b72401e8eb0f6a656ca10b8fcd1b7d347ce8
Austrian post offices in the Ottoman Empire,282536,https://en.wikipedia.org/wiki/Austrian%20post%20offices%20in%20the%20Ottoman%20Empire,history,ottoman_history,1,train,dump,Austrian post offices in the Ottoman Empire,4,dbc987ac8d141d5dbabfc4d3e9d9273b594391879f9e56a5d26e4c214a6d6935
Author editing,38507907,https://en.wikipedia.org/wiki/Author%20editing,science,scientific_research,0,train,dump,Author editing,4,397d93672ce3b75a0abe40ef285b094266b26083fe4fb3958711f23a7e38419a
AuthorAID,17343505,https://en.wikipedia.org/wiki/AuthorAID,science,scientific_research,0,train,dump,AuthorAID,4,a8fb0a7f47492ceaeb07702d10c6a3e1e7f8e38bfc00fb13804836082eb4ab5c
Autler–Townes effect,6970787,https://en.wikipedia.org/wiki/Autler%E2%80%93Townes%20effect,physics,quantum_mechanics,1,test,dump,Autler–Townes effect,4,c0bc844bac6317dd9803b9f9c6b746c2355f9c76371518b981e29c35d720d21f
Autoball,73042659,https://en.wikipedia.org/wiki/Autoball,sports,football,1,train,dump,Autoball,2,d4c722033fea018474b4719790c1774c2417f98a2de431f9a0cbce152b548b2e
Autoconstructive evolution,10207027,https://en.wikipedia.org/wiki/Autoconstructive%20evolution,biology,evolution,0,test,dump,Autoconstructive evolution,4,238dd5859c1840e37b59c1c41caeb1d7c2e35598bdd7bd29fe39368a27db03e3
Autodidacticism,255591,https://en.wikipedia.org/wiki/Autodidacticism,science,scientific_method|scientific_research,0,test,dump,Autodidacticism,4,bf099e88871bcce9e27edd0d032163764421af2c56d9843af7d0ef7223aa97e3
Autodynamics,1836629,https://en.wikipedia.org/wiki/Autodynamics,physics,relativity,1,train,dump,Autodynamics,4,cc62ba620e60930b69306490cee122f6b033c2e729b250a57c6ac4506eeab947
Autogamy depression,64197042,https://en.wikipedia.org/wiki/Autogamy%20depression,biology,evolution|genetics,0,train,dump,Autogamy depression,4,e37194390b74dcf3fa6ff91cc3d8b1fda6827ebe10736b892aa7be7c923bf935
Autognostics,11230690,https://en.wikipedia.org/wiki/Autognostics,technology,artificial_intelligence,0,train,dump,Autognostics,4,52d635f75f6847d0250e5a04e291581cbce19d92fbdf4730d4d8afec877ecf59
Autoinducer-2,20015565,https://en.wikipedia.org/wiki/Autoinducer-2,biology,cell_biology,0,test,dump,Autoinducer-2,4,d93e19972fbe4f8272d4208b26314259022bde3637ca2b90907d80283bb02283
Automated Mathematician,253279,https://en.wikipedia.org/wiki/Automated%20Mathematician,technology,artificial_intelligence,0,val,dump,Automated Mathematician,4,6a2a0a1a5cd01b412cfb7c79416134179b5a0308ec66422ce55962c9f8ddd120
Automated Pain Recognition,59891758,https://en.wikipedia.org/wiki/Automated%20Pain%20Recognition,technology,artificial_intelligence,1,test,dump,Automated Pain Recognition,4,be63d58884c93442f2f145fb8775ce957fbb3deaa5b9859a3e8120a32912f8cc
Automated X-ray inspection,13414189,https://en.wikipedia.org/wiki/Automated%20X-ray%20inspection,technology,hardware,1,train,dump,Automated X-ray inspection,4,f18cff02eac489d99eb9aa2fa97129bd3a9d2b56e13cdcbffcdf8fb78d5f8173
Automated decision-making,68710620,https://en.wikipedia.org/wiki/Automated%20decision-making,technology,artificial_intelligence,0,train,dump,Automated decision-making,4,c0210eb8019706687cf34aaacf1af00e98e4501f26f81d03054649c374090b7d
Automated machine learning,55843837,https://en.wikipedia.org/wiki/Automated%20machine%20learning,technology,artificial_intelligence,0,train,dump,Automated machine learning,4,a629191dc24984bc892fad169de4539d83294edeef65c4a3e0be5b10af1d7e1c
Automated negotiation,54341162,https://en.wikipedia.org/wiki/Automated%20negotiation,technology,artificial_intelligence,0,train,dump,Automated negotiation,4,90b8269ea839bb934bcd470bd4bcedb162b68584f800257870e13499ee40d626
Automated optical inspection,7815577,https://en.wikipedia.org/wiki/Automated%20optical%20inspection,technology,hardware,1,train,dump,Automated optical inspection,4,18762b1e6532f37f8b414c08785f6cae216a53bb55570ed42ee5c36d9763dd89
Automatic test equipment,1430450,https://en.wikipedia.org/wiki/Automatic%20test%20equipment,technology,hardware,1,val,dump,Automatic test equipment,4,b0493eef19e429439bfea645c43919ad98010eef6810fc58c960b7ec06f06fa5
Automation in construction,65834550,https://en.wikipedia.org/wiki/Automation%20in%20construction,technology,artificial_intelligence,0,test,dump,Automation in construction,4,2c53fe73a5842fc478630bd98334bc581ae24875b31ecef778e52063386ecfd9
Autonomic networking,5389390,https://en.wikipedia.org/wiki/Autonomic%20networking,technology,artificial_intelligence|software,0,test,dump,Autonomic networking,4,69e7de11d8bd114928b261c01ebeb03842c21299c1a71298999695900b497892
Autonomous agent,1456626,https://en.wikipedia.org/wiki/Autonomous%20agent,technology,artificial_intelligence,0,train,dump,Autonomous agent,3,c4cc96b03035e5458c8ab30a9aafcd951e3566800dc1642ea90bbf385785d93c
Autophosphorylation,33838036,https://en.wikipedia.org/wiki/Autophosphorylation,biology,cell_biology,0,train,dump,Autophosphorylation,4,47e2dfc899323fd89fd28db62d1adf293c7a7c21ffa2070cdfb02014178dbe58
Auwers synthesis,5198214,https://en.wikipedia.org/wiki/Auwers%20synthesis,chemistry,chemical_reactions,1,test,dump,Auwers synthesis,3,edc049b1fd82458e38eb27eeea2ef626334bd512f40abb06d09cecfaea722e6b
Auxochrome,4205876,https://en.wikipedia.org/wiki/Auxochrome,chemistry,chemical_reactions,0,train,dump,Auxochrome,4,5c96beb4a6f42f933be71bdd99737d948935d8318ce3a0b0eaf3543354995b30
Averaged Lagrangian,46464450,https://en.wikipedia.org/wiki/Averaged%20Lagrangian,physics,classical_mechanics,1,train,dump,Averaged Lagrangian,4,9500c9974629065116968b0f9d9d894a81f4135ecae430c7540b68e0854b47ad
Avestan,173578,https://en.wikipedia.org/wiki/Avestan,history,ancient_history,1,train,dump,Avestan,4,0a8df3fd4ff10f3dae1ee5d85b6ea993e0a9975fc9ee3360c250feed0f6b43ba
Avian ecology field methods,9746248,https://en.wikipedia.org/wiki/Avian%20ecology%20field%20methods,science,scientific_method|scientific_research,0,val,dump,Avian ecology field methods,4,76cdd03dec269de7b40981054338ec051372e76beedc1a06f181b3446e07fbb4
Aviation Martyrs' Monument,28776019,https://en.wikipedia.org/wiki/Aviation%20Martyrs%27%20Monument,history,ottoman_history,1,train,dump,Aviation Martyrs' Monument,4,c612ab0fdc3d4e1f4c54450055d9acee9e01001db16cec9a91c91e936fe0336f
Avoided crossing,2174011,https://en.wikipedia.org/wiki/Avoided%20crossing,physics,quantum_mechanics,0,train,dump,Avoided crossing,4,365ffe7ee58b70d2fe468000b6231246926a0a1143477b5bb9fc3b4acdedc2e4
Avret Pazarları,65547184,https://en.wikipedia.org/wiki/Avret%20Pazarlar%C4%B1,history,ottoman_history,2,test,dump,Avret Pazarları,4,88950d5c8d21bd87b485b935fc2b71a314dd2b4b84022cc93995a03c1d43aa55
Award share,27193755,https://en.wikipedia.org/wiki/Award%20share,sports,basketball,1,test,dump,Award share,4,f4a1ac7c55d4b2554f28f962697e02c763ef3a17ce7266576f4afd9820e29d82
Away goals rule,949388,https://en.wikipedia.org/wiki/Away%20goals%20rule,sports,football,1,train,legacy_dump,Away goals rule,4,34c5fe7b75d6568d89cddfa177c35f4a778b5236773829f58545f6636223589e
Axe Lake Swamp State Nature Preserve,6578185,https://en.wikipedia.org/wiki/Axe%20Lake%20Swamp%20State%20Nature%20Preserve,biology,ecology,1,val,dump,Axe Lake Swamp State Nature Preserve,4,d0270be8ff9bc2791df5aec485bc221614f030d7a7914be5990fcf8d8842f6e0
Axial parallelism,72402167,https://en.wikipedia.org/wiki/Axial%20parallelism,physics,astrophysics|classical_mechanics,1,val,dump,Axial parallelism,4,09590394e1a2b94bc9e7275bce9f4e78d0f4d0d8edac8b0f1127591aedb200d1
Axial twist theory,55081527,https://en.wikipedia.org/wiki/Axial%20twist%20theory,biology,evolution,0,test,dump,Axial twist theory,4,292cc9a78f3f07d9a4e58ca1d74c8f7cb90320d3546131ac9c18e928cb55e114
Axion,335054,https://en.wikipedia.org/wiki/Axion,physics,astrophysics,1,train,dump,Axion,4,4021c3b001ff6cd428c660e3e03471e4df1664b4691285994d267fbb32471886
Axis control of the Danube,23525246,https://en.wikipedia.org/wiki/Axis%20control%20of%20the%20Danube,history,world_wars,1,train,dump,Axis control of the Danube,4,692e2f7fdb76ef4d7f1611fb1f0f117824ef967e0ee966cbbd8bad053093094c
Axis of evil (cosmology),49293854,https://en.wikipedia.org/wiki/Axis%20of%20evil%20%28cosmology%29,physics,astrophysics,0,train,dump,Axis of evil (cosmology),4,bbdf4b335821b3f6fccd2f0ca4470ea217c53c60273da3769b2b5dff5cad4148
Axis powers,43507,https://en.wikipedia.org/wiki/Axis%20powers,history,world_wars,0,train,dump,Axis powers,4,dc47371e0e6da98e7fded5a006f01c178523f7bbe2661e20884cd4925e0d1d91
Axis powers negotiations on the division of Asia,31371129,https://en.wikipedia.org/wiki/Axis%20powers%20negotiations%20on%20the%20division%20of%20Asia,history,world_wars,1,train,dump,Axis powers negotiations on the division of Asia,4,361b69dbf4b1660876c263333f6bc5559a0e0e61a939c0fb188a14bb3632523d
Axostyle,4317081,https://en.wikipedia.org/wiki/Axostyle,biology,cell_biology,0,train,dump,Axostyle,3,136ad7753363c1d78f531016e1500802dd6b8782c5bceb454aee17b9b026d5a8
Ayan (class),50646614,https://en.wikipedia.org/wiki/Ayan%20%28class%29,history,ottoman_history,1,train,dump,Ayan (class),4,da70e3f52e9b7607b28500e94b64310c0e1cf98cca5e9f168fce60cf8b7cb82e
Ayurveda,236674,https://en.wikipedia.org/wiki/Ayurveda,history,ancient_history,1,train,dump,Ayurveda,4,931510c65a7ad746648f5ae084e38dda1db2cc579ca6f93726acd856e37830dd
Aza-Baylis–Hillman reaction,3343173,https://en.wikipedia.org/wiki/Aza-Baylis%E2%80%93Hillman%20reaction,chemistry,chemical_reactions,1,train,dump,Aza-Baylis–Hillman reaction,4,033e98d400b6a0a0edf4cf149b5c9675677726376dc5b501686b1c9546031bd4
Azide-alkyne Huisgen cycloaddition,1855478,https://en.wikipedia.org/wiki/Azide-alkyne%20Huisgen%20cycloaddition,chemistry,chemical_reactions,1,test,dump,Azide-alkyne Huisgen cycloaddition,4,0eda86d915d9905d9c2829d5a16b2e72e006e8160c11294c716e23eadac6ff83
Aziridines,5617879,https://en.wikipedia.org/wiki/Aziridines,chemistry,organic_chemistry,1,train,dump,Aziridines,4,914b16d0d3490509064658206c08f0bdd55fa74ecaa74c63632e15a667a56842
Azo compound,1114402,https://en.wikipedia.org/wiki/Azo%20compound,chemistry,organic_chemistry,1,val,dump,Azo compound,4,83ebfa0f9ff7955cbe25d828aa16c52715a3187ec65fba5e1dc2e9fdababd6f1
Azoic hypothesis,52294702,https://en.wikipedia.org/wiki/Azoic%20hypothesis,science,history_of_science,1,val,dump,Azoic hypothesis,4,c7b82aaff3f5308c874b46e1513b171a129c369caa8e4ece400dc5200a38f6f1
Azomethine ylide,3359945,https://en.wikipedia.org/wiki/Azomethine%20ylide,chemistry,organic_chemistry,0,train,dump,Azomethine ylide,4,7bc183b62fe15214f3dbf15b83a52959e205cbb3b18ce140ede4c4b54d31ee28
Aïssatou Cissé,50019329,https://en.wikipedia.org/wiki/A%C3%AFssatou%20Ciss%C3%A9,books,authors,1,val,dump,Aïssatou Cissé,4,8fef353fc1cb1b5fd5109c2f6c34db60c23ed96bff09d120030dc39683d8a49d
B't X,3438437,https://en.wikipedia.org/wiki/B%27t%20X,books,novels,1,train,dump,B't X,4,ceed0d06456961e658df0ae77df03dd9e1fd0da414a7dbf4e9be12b4d4a34c11
B-Method,2443683,https://en.wikipedia.org/wiki/B-Method,technology,software,1,train,dump,B-Method,4,603e6de98a27670bf180b127467bdb93b1fbea026626b6f48ac7be0635586ddb
B. D. Kulkarni,52942486,https://en.wikipedia.org/wiki/B.%20D.%20Kulkarni,chemistry,chemical_reactions,1,train,dump,B. D. Kulkarni,4,64d75f3da50f0575c018c83aaeb53c8fbc50cc3d6856977b8c6d8d229611eefe
B2FH paper,12317945,https://en.wikipedia.org/wiki/B2FH%20paper,physics,astrophysics,0,test,dump,B2FH paper,4,fac8fc58f6234425118bebe858b10fe717d3ba721aa142b9214976dc1a8204a2
B5000 instruction set,8116015,https://en.wikipedia.org/wiki/B5000%20instruction%20set,technology,hardware,0,test,dump,B5000 instruction set,4,30c0d995f984f1a2ad6be529b20bace1eae4445b67c596aaf3327cf2e56a6466
BB84,6178477,https://en.wikipedia.org/wiki/BB84,technology,quantum_computing,1,test,dump,BB84,4,1707a0f2ff6317d0bd988c9c203a639656ec1e88ff63fc2b8e50be81e525c92f
BBM92 protocol,71794445,https://en.wikipedia.org/wiki/BBM92%20protocol,technology,quantum_computing,1,val,dump,BBM92 protocol,4,2e90139774126d77b8e80f3559e33a73b906569c6f0d68415ccc82fd782d76ee
BC Brno in international competitions,49994999,https://en.wikipedia.org/wiki/BC%20Brno%20in%20international%20competitions,sports,basketball,2,train,dump,BC Brno in international competitions,2,d7d63ec19a1490361b091198bf8eb2da529c52fc78ad58e7ce0a2d6c1fd94a78
BC Dinamo Tbilisi in international competitions,55486180,https://en.wikipedia.org/wiki/BC%20Dinamo%20Tbilisi%20in%20international%20competitions,sports,basketball,2,train,dump,BC Dinamo Tbilisi in international competitions,1,cd06f049d8341e40a00dfe25f479368b00a56e097b96f1bea88dc9553f3c3300
BC Tarvas,39852378,https://en.wikipedia.org/wiki/BC%20Tarvas,sports,basketball,2,train,dump,BC Tarvas,4,f6dfc2bcefb656a25ff9c4c7a5e133e4b018f1ef49da54a4f7bf5c0bb21c66e4
BCL2L13,15070016,https://en.wikipedia.org/wiki/BCL2L13,biology,cell_biology|genetics,1,test,dump,BCL2L13,4,d44d809347fa8abee032ded29461d19d7601210ca7ca12ba0d4739be7f87f400
BHT algorithm,40022828,https://en.wikipedia.org/wiki/BHT%20algorithm,technology,quantum_computing,1,train,dump,BHT algorithm,4,6e63e1190c2bc9a86d9c21b9125a50982e8310e1b2e5331892f0dcd5dcd35ef8
BKL singularity,6620973,https://en.wikipedia.org/wiki/BKL%20singularity,physics,astrophysics|relativity,1,train,dump,BKL singularity,4,89c9e9e6ed0d4bd249e67921e332fbbaa728609e06a0c269c0a56f85eb3fbaf3
BKS theory,16711283,https://en.wikipedia.org/wiki/BKS%20theory,physics,quantum_mechanics,0,train,dump,BKS theory,4,251ba5a652659ff60f1455a5612d38d173972e0d8b83db561d4be7040276ac20
BL Herculis variable,39541688,https://en.wikipedia.org/wiki/BL%20Herculis%20variable,physics,astrophysics,1,val,dump,BL Herculis variable,4,a25aeb70440599f1143226ee4aed35c91ae043d3101d0a45bea23d3306f195c3
BMA process,16982237,https://en.wikipedia.org/wiki/BMA%20process,chemistry,chemical_reactions,1,val,dump,BMA process,4,ec356a49fe3fd45315e64791220556e9ca265bde70b57c44d86aa1469ebeca05
BQP,4080,https://en.wikipedia.org/wiki/BQP,technology,quantum_computing,0,val,dump,BQP,4,f2791d570d20621a8c8ab0c99b7e21f66d340ccdbc40dd8236275ab53458687a
BRAT1,39923103,https://en.wikipedia.org/wiki/BRAT1,biology,genetics,1,test,dump,BRAT1,4,ce08c57601b9be8659d984eb7eac759e13589e1738cd392358425e86c85dc6e2
BUNCH,1737023,https://en.wikipedia.org/wiki/BUNCH,technology,hardware,1,val,dump,BUNCH,4,037eb2cebc3086e92ba07669d7d30cc2b9aca1d48429cce777a65f7e9238a7a0
